datahora_extracao,indicador,valor,unidade,fonte
29/07/2026 04:01,Nível Guaiba_PortoAlegre_CaisMaua,1.91,m,ANA / fallback
29/07/2026 04:01,Tendência 48h Guaiba_PortoAlegre_CaisMaua,0.17,m/48h,ANA
29/07/2026 04:01,Nível Rio_Gravatai,4.77,m,ANA / fallback
29/07/2026 04:01,Tendência 48h Rio_Gravatai,0.14,m/48h,ANA
29/07/2026 04:01,Nível Rio_dos_Sinos_SaoLeopoldo,4.68,m,ANA / fallback
29/07/2026 04:01,Tendência 48h Rio_dos_Sinos_SaoLeopoldo,0.14,m/48h,ANA
29/07/2026 04:01,Nível Rio_Cai,10.18,m,ANA / fallback
29/07/2026 04:01,Tendência 48h Rio_Cai,5.96,m/48h,ANA
29/07/2026 04:01,Nível Rio_Cai_Montenegro,5.58,m,ANA / fallback
29/07/2026 04:01,Tendência 48h Rio_Cai_Montenegro,2.5,m/48h,ANA
29/07/2026 04:01,Nível Rio_Cai_NovaPalmira,4.12,m,ANA / fallback
29/07/2026 04:01,Tendência 48h Rio_Cai_NovaPalmira,2.42,m/48h,ANA
29/07/2026 04:01,Nível Rio_Jacui_Triunfo,9.47,m,ANA / fallback
29/07/2026 04:01,Tendência 48h Rio_Jacui_Triunfo,0.36,m/48h,ANA
29/07/2026 04:01,Cota de Atenção (Guaíba),2.05,m,Plano Contingência
29/07/2026 04:01,Cota de Alerta (Guaíba),2.5,m,Plano Contingência
29/07/2026 04:01,Cota de Inundação (Guaíba),3.0,m,Plano Contingência
29/07/2026 04:01,acumulado_obs_24h_mm,40.1,mm,Open-Meteo
29/07/2026 04:01,acumulado_obs_72h_mm,69.8,mm,Open-Meteo
29/07/2026 04:01,acumulado_obs_7d_mm,97.0,mm,Open-Meteo
29/07/2026 04:01,previsto_24h_mm,0.4,mm,Open-Meteo
29/07/2026 04:01,previsto_48h_mm,0.4,mm,Open-Meteo
29/07/2026 04:01,previsto_72h_mm,0.4,mm,Open-Meteo
29/07/2026 04:01,dias_chuva_intensa_5d,0,dias,Open-Meteo
29/07/2026 04:01,Aviso INMET (máx severidade),,-,INMET
29/07/2026 04:01,Qtd avisos INMET vigentes,0,un,INMET
29/07/2026 04:01,Chuva observada 24h,62.2,mm,ANA Gravataí (Passo das Canoas) (pluviômetro telemétrico)
29/07/2026 04:01,Chuva observada 72h,95.2,mm,ANA Gravataí (Passo das Canoas) (pluviômetro telemétrico)
29/07/2026 04:01,Chuva observada 7 dias,119.4,mm,ANA Gravataí (Passo das Canoas) (pluviômetro telemétrico)
29/07/2026 04:01,Dias com chuva (últimos 5),3,dias,ANA Gravataí (Passo das Canoas) (pluviômetro telemétrico)
29/07/2026 04:01,Qualidade da série de chuva,119 mm/7d · cobertura 100%,-,ANA Gravataí (Passo das Canoas) (pluviômetro telemétrico)
29/07/2026 04:01,Fonte testada — INMET A801 — PORTO ALEGRE - JARDIM BOTANICO,None mm/7d · REJEITADA · HTTP 204 — estação sem transmitir,-,controle de qualidade
29/07/2026 04:01,Fonte testada — INMET B808 — CACHOEIRINHA,None mm/7d · REJEITADA · HTTP 204 — estação sem transmitir,-,controle de qualidade
