datahora_extracao,indicador,valor,unidade,fonte
27/07/2026 17:49,Nível Guaiba_PortoAlegre_CaisMaua,1.66,m,ANA / fallback
27/07/2026 17:49,Tendência 48h Guaiba_PortoAlegre_CaisMaua,-0.38,m/48h,ANA
27/07/2026 17:49,Nível Rio_Gravatai,4.62,m,ANA / fallback
27/07/2026 17:49,Tendência 48h Rio_Gravatai,0.03,m/48h,ANA
27/07/2026 17:49,Nível Rio_dos_Sinos_SaoLeopoldo,4.51,m,ANA / fallback
27/07/2026 17:49,Tendência 48h Rio_dos_Sinos_SaoLeopoldo,0.0,m/48h,ANA
27/07/2026 17:49,Nível Rio_Cai,3.83,m,ANA / fallback
27/07/2026 17:49,Tendência 48h Rio_Cai,-2.24,m/48h,ANA
27/07/2026 17:49,Nível Rio_Cai_Montenegro,2.65,m,ANA / fallback
27/07/2026 17:49,Tendência 48h Rio_Cai_Montenegro,-2.12,m/48h,ANA
27/07/2026 17:49,Nível Rio_Cai_NovaPalmira,1.67,m,ANA / fallback
27/07/2026 17:49,Tendência 48h Rio_Cai_NovaPalmira,-0.14,m/48h,ANA
27/07/2026 17:49,Nível Rio_Jacui_Triunfo,9.19,m,ANA / fallback
27/07/2026 17:49,Tendência 48h Rio_Jacui_Triunfo,0.69,m/48h,ANA
27/07/2026 17:49,Cota de Atenção (Guaíba),2.05,m,Plano Contingência
27/07/2026 17:49,Cota de Alerta (Guaíba),2.5,m,Plano Contingência
27/07/2026 17:49,Cota de Inundação (Guaíba),3.0,m,Plano Contingência
27/07/2026 17:49,acumulado_obs_24h_mm,1.0,mm,Open-Meteo
27/07/2026 17:49,acumulado_obs_72h_mm,11.6,mm,Open-Meteo
27/07/2026 17:49,acumulado_obs_7d_mm,105.6,mm,Open-Meteo
27/07/2026 17:49,previsto_24h_mm,32.5,mm,Open-Meteo
27/07/2026 17:49,previsto_48h_mm,58.0,mm,Open-Meteo
27/07/2026 17:49,previsto_72h_mm,58.0,mm,Open-Meteo
27/07/2026 17:49,dias_chuva_intensa_5d,0,dias,Open-Meteo
27/07/2026 17:49,Aviso INMET (máx severidade),,-,INMET
27/07/2026 17:49,Qtd avisos INMET vigentes,0,un,INMET
27/07/2026 17:49,Chuva observada 24h,1.2,mm,ANA Gravataí (Passo das Canoas) (pluviômetro telemétrico)
27/07/2026 17:49,Chuva observada 72h,3.0,mm,ANA Gravataí (Passo das Canoas) (pluviômetro telemétrico)
27/07/2026 17:49,Chuva observada 7 dias,79.8,mm,ANA Gravataí (Passo das Canoas) (pluviômetro telemétrico)
27/07/2026 17:49,Dias com chuva (últimos 5),1,dias,ANA Gravataí (Passo das Canoas) (pluviômetro telemétrico)
27/07/2026 17:49,Qualidade da série de chuva,80 mm/7d · cobertura 100%,-,ANA Gravataí (Passo das Canoas) (pluviômetro telemétrico)
27/07/2026 17:49,Fonte testada — INMET A801 — PORTO ALEGRE - JARDIM BOTANICO,None mm/7d · REJEITADA · HTTP 204 — estação sem transmitir,-,controle de qualidade
27/07/2026 17:49,Fonte testada — INMET B808 — CACHOEIRINHA,None mm/7d · REJEITADA · HTTP 204 — estação sem transmitir,-,controle de qualidade
27/07/2026 17:49,Fonte testada — INMET B825 — PORTO ALEGRE - BELEM NOVO,None mm/7d · REJEITADA · HTTP 204 — estação sem transmitir,-,controle de qualidade
27/07/2026 17:49,Fonte testada — INMET B809 — SAPUCAIA DO SUL,None mm/7d · REJEITADA · HTTP 204 — estação sem transmitir,-,controle de qualidade
27/07/2026 17:49,Fonte testada — INMET B824 — VIAMAO,None mm/7d · REJEITADA · HTTP 204 — estação sem transmitir,-,controle de qualidade
27/07/2026 17:49,Fonte testada — INMET B814 — MONTENEGRO,None mm/7d · REJEITADA · HTTP 204 — estação sem transmitir,-,controle de qualidade
27/07/2026 17:49,Fonte testada — CEMADEN,None mm/7d · REJEITADA · None,-,controle de qualidade
27/07/2026 17:49,Fonte testada — ANA Gravataí (Passo das Canoas) (pluviômetro telemétrico),79.8 mm/7d · ACEITA · 80 mm/7d · cobertura 100%,-,controle de qualidade
27/07/2026 17:49,Chuva prevista 48h (Poaclima/Catavento),65.0,mm,Poaclima/Catavento
27/07/2026 17:49,Previsão 27/07 — Pancadas de chuva isoladas,30.0,mm,Poaclima/Catavento
27/07/2026 17:49,Previsão 28/07 — Chuva e raios,35.0,mm,Poaclima/Catavento
27/07/2026 17:49,Previsão 29/07 — Chuva e raios,40.0,mm,Poaclima/Catavento
27/07/2026 17:49,Previsão 30/07 — Sol entre nuvens,0.0,mm,Poaclima/Catavento
27/07/2026 17:49,Previsão 31/07 — Ensolarado,0.0,mm,Poaclima/Catavento
27/07/2026 17:49,Alerta Poaclima vigente,,-,Poaclima
27/07/2026 17:49,Chuva acumulada Poaclima,,mm,Poaclima
27/07/2026 17:49,Nível Usina do Gasômetro (Poaclima),1.18,m,Poaclima
27/07/2026 17:49,Nível Cais Mauá (Poaclima),1.66,m,Poaclima
27/07/2026 17:49,Nível Riacho Ipiranga (Poaclima),0.38,m,Poaclima
27/07/2026 17:49,Alertas regionais vigentes (Defesa Civil),17,un,Poaclima
27/07/2026 17:49,Alerta regional — (10) Cruzeiro,Alerta de risco alto · Tempestade – Chuvas Intensas · até 29/07/2026 15:00,-,Poaclima/Defesa Civil
27/07/2026 17:49,Alerta regional — (17) Ilhas,Alerta de risco alto · Tempestade – Chuvas Intensas · até 29/07/2026 15:00,-,Poaclima/Defesa Civil
27/07/2026 17:49,Alerta regional — (5) Norte,Alerta de risco alto · Tempestade – Chuvas Intensas · até 29/07/2026 15:00,-,Poaclima/Defesa Civil
27/07/2026 17:49,Alerta regional — (2) Noroeste,Alerta de risco alto · Tempestade – Chuvas Intensas · até 29/07/2026 15:00,-,Poaclima/Defesa Civil
27/07/2026 17:49,Alerta regional — (14) Eixo baltazar,Alerta de risco alto · Tempestade – Chuvas Intensas · até 29/07/2026 15:00,-,Poaclima/Defesa Civil
27/07/2026 17:49,Alerta regional — (6) Nordeste,Alerta de risco alto · Tempestade – Chuvas Intensas · até 29/07/2026 15:00,-,Poaclima/Defesa Civil
27/07/2026 17:49,Alerta regional — (3) Leste,Alerta de risco alto · Tempestade – Chuvas Intensas · até 29/07/2026 15:00,-,Poaclima/Defesa Civil
27/07/2026 17:49,Alerta regional — (9) Glória,Alerta de risco alto · Tempestade – Chuvas Intensas · até 29/07/2026 15:00,-,Poaclima/Defesa Civil
27/07/2026 17:49,Alerta regional — (12) Centro sul,Alerta de risco alto · Tempestade – Chuvas Intensas · até 29/07/2026 15:00,-,Poaclima/Defesa Civil
27/07/2026 17:49,Alerta regional — (8) Restinga,Alerta de risco alto · Tempestade – Chuvas Intensas · até 29/07/2026 15:00,-,Poaclima/Defesa Civil
27/07/2026 17:49,Alerta regional — (15) Sul,Alerta de risco alto · Tempestade – Chuvas Intensas · até 29/07/2026 15:00,-,Poaclima/Defesa Civil
27/07/2026 17:49,Alerta regional — (13) Extremo sul,Alerta de risco alto · Tempestade – Chuvas Intensas · até 29/07/2026 15:00,-,Poaclima/Defesa Civil
27/07/2026 17:49,Alerta regional — (1) Humaitá,Alerta de risco alto · Tempestade – Chuvas Intensas · até 29/07/2026 15:00,-,Poaclima/Defesa Civil
27/07/2026 17:49,Alerta regional — (16) Centro,Alerta de risco alto · Tempestade – Chuvas Intensas · até 29/07/2026 15:00,-,Poaclima/Defesa Civil
27/07/2026 17:49,Alerta regional — (7) Partenon,Alerta de risco alto · Tempestade – Chuvas Intensas · até 29/07/2026 15:00,-,Poaclima/Defesa Civil
27/07/2026 17:49,Alerta regional — (4) Lomba do pinheiro,Alerta de risco alto · Tempestade – Chuvas Intensas · até 29/07/2026 15:00,-,Poaclima/Defesa Civil
27/07/2026 17:49,Alerta regional — (11) Cristal,Alerta de risco alto · Tempestade – Chuvas Intensas · até 29/07/2026 15:00,-,Poaclima/Defesa Civil
