datahora_extracao,indicador,valor,unidade,fonte
29/07/2026 06:00,Nível Guaiba_PortoAlegre_CaisMaua,1.92,m,ANA / fallback
29/07/2026 06:00,Tendência 48h Guaiba_PortoAlegre_CaisMaua,0.18,m/48h,ANA
29/07/2026 06:00,Nível Rio_Gravatai,4.8,m,ANA / fallback
29/07/2026 06:00,Tendência 48h Rio_Gravatai,0.17,m/48h,ANA
29/07/2026 06:00,Nível Rio_dos_Sinos_SaoLeopoldo,4.73,m,ANA / fallback
29/07/2026 06:00,Tendência 48h Rio_dos_Sinos_SaoLeopoldo,0.19,m/48h,ANA
29/07/2026 06:00,Nível Rio_Cai,10.54,m,ANA / fallback
29/07/2026 06:00,Tendência 48h Rio_Cai,6.38,m/48h,ANA
29/07/2026 06:00,Nível Rio_Cai_Montenegro,5.79,m,ANA / fallback
29/07/2026 06:00,Tendência 48h Rio_Cai_Montenegro,2.78,m/48h,ANA
29/07/2026 06:00,Nível Rio_Cai_NovaPalmira,4.74,m,ANA / fallback
29/07/2026 06:00,Tendência 48h Rio_Cai_NovaPalmira,3.04,m/48h,ANA
29/07/2026 06:00,Nível Rio_Jacui_Triunfo,9.47,m,ANA / fallback
29/07/2026 06:00,Tendência 48h Rio_Jacui_Triunfo,0.36,m/48h,ANA
29/07/2026 06:00,Cota de Atenção (Guaíba),2.05,m,Plano Contingência
29/07/2026 06:00,Cota de Alerta (Guaíba),2.5,m,Plano Contingência
29/07/2026 06:00,Cota de Inundação (Guaíba),3.0,m,Plano Contingência
29/07/2026 06:00,acumulado_obs_24h_mm,32.4,mm,Open-Meteo
29/07/2026 06:00,acumulado_obs_72h_mm,73.6,mm,Open-Meteo
29/07/2026 06:00,acumulado_obs_7d_mm,100.6,mm,Open-Meteo
29/07/2026 06:00,previsto_24h_mm,0.2,mm,Open-Meteo
29/07/2026 06:00,previsto_48h_mm,0.6,mm,Open-Meteo
29/07/2026 06:00,previsto_72h_mm,0.6,mm,Open-Meteo
29/07/2026 06:00,dias_chuva_intensa_5d,0,dias,Open-Meteo
29/07/2026 06:00,Aviso INMET (máx severidade),,-,INMET
29/07/2026 06:00,Qtd avisos INMET vigentes,0,un,INMET
29/07/2026 06:00,Chuva observada 24h,52.6,mm,ANA Gravataí (Passo das Canoas) (pluviômetro telemétrico)
29/07/2026 06:00,Chuva observada 72h,99.6,mm,ANA Gravataí (Passo das Canoas) (pluviômetro telemétrico)
