datahora_extracao,indicador,valor,unidade,fonte
27/07/2026 14:59,Nível Guaiba_PortoAlegre_CaisMaua,1.68,m,ANA / fallback
27/07/2026 14:59,Tendência 48h Guaiba_PortoAlegre_CaisMaua,-0.39,m/48h,ANA
27/07/2026 14:59,Nível Rio_Gravatai,4.62,m,ANA / fallback
27/07/2026 14:59,Tendência 48h Rio_Gravatai,0.04,m/48h,ANA
27/07/2026 14:59,Nível Rio_dos_Sinos_SaoLeopoldo,4.52,m,ANA / fallback
27/07/2026 14:59,Tendência 48h Rio_dos_Sinos_SaoLeopoldo,0.02,m/48h,ANA
27/07/2026 14:59,Nível Rio_Cai,3.89,m,ANA / fallback
27/07/2026 14:59,Tendência 48h Rio_Cai,-2.35,m/48h,ANA
27/07/2026 14:59,Nível Rio_Cai_Montenegro,2.73,m,ANA / fallback
27/07/2026 14:59,Tendência 48h Rio_Cai_Montenegro,-2.19,m/48h,ANA
27/07/2026 14:59,Nível Rio_Cai_NovaPalmira,1.68,m,ANA / fallback
27/07/2026 14:59,Tendência 48h Rio_Cai_NovaPalmira,-0.14,m/48h,ANA
27/07/2026 14:59,Nível Rio_Jacui_Triunfo,9.19,m,ANA / fallback
27/07/2026 14:59,Tendência 48h Rio_Jacui_Triunfo,0.69,m/48h,ANA
27/07/2026 14:59,Cota de Atenção (Guaíba),2.05,m,Plano Contingência
27/07/2026 14:59,Cota de Alerta (Guaíba),2.5,m,Plano Contingência
27/07/2026 14:59,Cota de Inundação (Guaíba),3.0,m,Plano Contingência
27/07/2026 14:59,acumulado_obs_24h_mm,5.6,mm,Open-Meteo
27/07/2026 14:59,acumulado_obs_72h_mm,13.6,mm,Open-Meteo
27/07/2026 14:59,acumulado_obs_7d_mm,112.7,mm,Open-Meteo
27/07/2026 14:59,previsto_24h_mm,33.7,mm,Open-Meteo
27/07/2026 14:59,previsto_48h_mm,65.9,mm,Open-Meteo
27/07/2026 14:59,previsto_72h_mm,65.9,mm,Open-Meteo
27/07/2026 14:59,dias_chuva_intensa_5d,0,dias,Open-Meteo
27/07/2026 14:59,Aviso INMET (máx severidade),,-,INMET
27/07/2026 14:59,Qtd avisos INMET vigentes,0,un,INMET
27/07/2026 14:59,Chuva observada 24h,1.2,mm,ANA Gravataí (Passo das Canoas) (pluviômetro telemétrico)
27/07/2026 14:59,Chuva observada 72h,3.0,mm,ANA Gravataí (Passo das Canoas) (pluviômetro telemétrico)
27/07/2026 14:59,Chuva observada 7 dias,91.6,mm,ANA Gravataí (Passo das Canoas) (pluviômetro telemétrico)
27/07/2026 14:59,Dias com chuva (últimos 5),1,dias,ANA Gravataí (Passo das Canoas) (pluviômetro telemétrico)
27/07/2026 14:59,Qualidade da série de chuva,92 mm/7d · cobertura 100%,-,ANA Gravataí (Passo das Canoas) (pluviômetro telemétrico)
